timestamp,device_id,pressure_bar,pressure_status,flow_rate_L_min,total_volume_L,tds_ppm,tds_status,ph,ph_status,temperature_C,wifi_status,signal_strength_dBm,sensor_status,alert
2025-02-14 01:45:00,ESP32_WATER_01,3.54,Normal,2.72,2549.54,269,Good,6.58,Neutral,23.39,Connected,-70,OK,None
2025-02-14 02:00:00,ESP32_WATER_01,2.76,Normal,1.0,2549.79,446,Moderate,7.11,Neutral,23.8,Connected,-63,OK,None
2025-02-14 02:15:00,ESP32_WATER_01,3.2,Normal,0.49,2549.91,320,Moderate,7.06,Neutral,28.8,Connected,-51,OK,None
2025-02-14 02:30:00,ESP32_WATER_01,2.37,Normal,1.76,2550.35,381,Moderate,6.38,Acidic,24.85,Connected,-64,OK,pH Out of Range
2025-02-14 02:45:00,ESP32_WATER_01,2.53,Normal,2.05,2550.87,255,Good,7.32,Neutral,26.26,Connected,-51,OK,None
2025-02-14 03:00:00,ESP32_WATER_01,3.57,Normal,4.28,2551.94,316,Moderate,7.47,Neutral,26.25,Disconnected,-80,Fault,None
2025-02-14 03:15:00,ESP32_WATER_01,2.86,Normal,2.16,2552.48,288,Good,6.62,Neutral,22.36,Connected,-63,OK,None
2025-02-14 03:30:00,ESP32_WATER_01,3.58,Normal,4.05,2553.49,291,Good,7.2,Neutral,24.25,Connected,-63,OK,None
2025-02-14 03:45:00,ESP32_WATER_01,2.97,Normal,1.4,2553.84,229,Good,6.65,Neutral,24.96,Connected,-56,OK,None
2025-02-14 04:00:00,ESP32_WATER_01,2.26,Normal,0.56,2553.98,404,Moderate,7.25,Neutral,26.13,Connected,-49,OK,None
2025-02-14 04:15:00,ESP32_WATER_01,3.36,Normal,2.84,2554.69,358,Moderate,7.67,Neutral,20.7,Connected,-66,OK,None
2025-02-14 04:30:00,ESP32_WATER_01,2.76,Normal,5.27,2556.01,206,Good,7.0,Neutral,23.22,Connected,-75,OK,None
2025-02-14 04:45:00,ESP32_WATER_01,3.28,Normal,1.25,2556.32,303,Moderate,7.08,Neutral,25.03,Connected,-62,OK,None
2025-02-14 05:00:00,ESP32_WATER_01,3.01,Normal,3.14,2557.11,302,Moderate,8.05,Neutral,23.68,Connected,-68,OK,None
2025-02-14 05:15:00,ESP32_WATER_01,2.38,Normal,3.22,2557.91,351,Moderate,6.9,Neutral,20.79,Connected,-59,OK,None
2025-02-14 05:30:00,ESP32_WATER_01,3.07,Normal,1.7,2558.34,308,Moderate,6.83,Neutral,22.83,Connected,-79,OK,None
2025-02-14 05:45:00,ESP32_WATER_01,3.88,Normal,3.33,2559.17,406,Moderate,7.2,Neutral,20.82,Connected,-65,OK,None
2025-02-14 06:00:00,ESP32_WATER_01,3.2,Normal,2.6,2559.82,397,Moderate,8.17,Neutral,29.14,Connected,-71,OK,None
2025-02-14 06:15:00,ESP32_WATER_01,2.98,Normal,3.33,2560.65,496,Moderate,7.3,Neutral,24.04,Connected,-78,OK,None
2025-02-14 06:30:00,ESP32_WATER_01,3.43,Normal,2.95,2561.39,141,Good,6.94,Neutral,24.8,Connected,-58,OK,None
2025-02-14 06:45:00,ESP32_WATER_01,3.08,Normal,1.87,2561.86,429,Moderate,7.44,Neutral,22.06,Connected,-65,OK,None
2025-02-14 07:00:00,ESP32_WATER_01,3.08,Normal,2.05,2562.37,383,Moderate,7.5,Neutral,25.69,Connected,-78,OK,None
2025-02-14 07:15:00,ESP32_WATER_01,2.56,Normal,4.2,2563.42,305,Moderate,7.44,Neutral,27.09,Connected,-58,OK,None
2025-02-14 07:30:00,ESP32_WATER_01,3.09,Normal,2.25,2563.98,299,Good,7.51,Neutral,22.25,Connected,-52,OK,None
2025-02-14 07:45:00,ESP32_WATER_01,3.41,Normal,1.11,2564.26,312,Moderate,7.57,Neutral,22.32,Connected,-71,OK,None
2025-02-14 08:00:00,ESP32_WATER_01,2.67,Normal,1.72,2564.69,339,Moderate,7.15,Neutral,23.51,Connected,-49,OK,None
2025-02-14 08:15:00,ESP32_WATER_01,3.57,Normal,2.72,2565.37,276,Good,7.15,Neutral,20.8,Connected,-59,OK,None
2025-02-14 08:30:00,ESP32_WATER_01,2.96,Normal,4.02,2566.37,191,Good,7.54,Neutral,26.14,Connected,-60,OK,None
2025-02-14 08:45:00,ESP32_WATER_01,2.64,Normal,0.48,2566.49,278,Good,6.22,Acidic,27.28,Connected,-74,OK,pH Out of Range
2025-02-14 09:00:00,ESP32_WATER_01,3.4,Normal,1.65,2566.91,298,Good,6.16,Acidic,20.7,Connected,-52,OK,pH Out of Range
2025-02-14 09:15:00,ESP32_WATER_01,2.89,Normal,3.82,2567.86,365,Moderate,6.96,Neutral,27.64,Connected,-55,OK,None
2025-02-14 09:30:00,ESP32_WATER_01,3.3,Normal,0.99,2568.11,224,Good,7.06,Neutral,27.65,Connected,-83,OK,None
2025-02-14 09:45:00,ESP32_WATER_01,2.88,Normal,0.99,2568.36,371,Moderate,7.48,Neutral,16.48,Connected,-60,OK,None
2025-02-14 10:00:00,ESP32_WATER_01,2.98,Normal,2.03,2568.86,223,Good,7.01,Neutral,21.69,Connected,-80,OK,None
2025-02-14 10:15:00,ESP32_WATER_01,3.2,Normal,0.44,2568.97,351,Moderate,7.67,Neutral,23.18,Connected,-66,OK,None
2025-02-14 10:30:00,ESP32_WATER_01,3.12,Normal,6.23,2570.53,364,Moderate,7.26,Neutral,26.71,Connected,-46,OK,None
2025-02-14 10:45:00,ESP32_WATER_01,2.2,Normal,2.69,2571.21,309,Moderate,6.89,Neutral,26.31,Connected,-69,OK,None
2025-02-14 11:00:00,ESP32_WATER_01,2.55,Normal,3.13,2571.99,323,Moderate,7.71,Neutral,22.23,Connected,-85,OK,None
2025-02-14 11:15:00,ESP32_WATER_01,3.37,Normal,4.4,2573.09,375,Moderate,7.31,Neutral,29.87,Connected,-73,OK,None
2025-02-14 11:30:00,ESP32_WATER_01,2.95,Normal,8.6,2575.24,273,Good,6.68,Neutral,22.9,Connected,-68,OK,None
2025-02-14 11:45:00,ESP32_WATER_01,2.79,Normal,1.88,2575.71,344,Moderate,7.51,Neutral,22.49,Connected,-65,OK,None
2025-02-14 12:00:00,ESP32_WATER_01,2.46,Normal,0.47,2575.83,291,Good,7.51,Neutral,21.52,Connected,-74,OK,None
2025-02-14 12:15:00,ESP32_WATER_01,2.57,Normal,2.52,2576.46,444,Moderate,6.69,Neutral,24.46,Connected,-74,OK,None
2025-02-14 12:30:00,ESP32_WATER_01,2.19,Normal,1.04,2576.72,363,Moderate,7.24,Neutral,27.71,Connected,-60,OK,None
2025-02-14 12:45:00,ESP32_WATER_01,2.96,Normal,0.72,2576.9,236,Good,7.44,Neutral,22.3,Connected,-46,OK,None
2025-02-14 13:00:00,ESP32_WATER_01,2.76,Normal,1.35,2577.24,465,Moderate,6.53,Neutral,25.63,Connected,-58,OK,None
2025-02-14 13:15:00,ESP32_WATER_01,2.61,Normal,1.85,2577.7,400,Moderate,7.62,Neutral,25.61,Connected,-61,OK,None
2025-02-14 13:30:00,ESP32_WATER_01,2.97,Normal,4.45,2578.81,223,Good,6.92,Neutral,24.91,Connected,-65,OK,None
2025-02-14 13:45:00,ESP32_WATER_01,3.15,Normal,6.34,2580.4,494,Moderate,6.85,Neutral,25.97,Connected,-75,OK,None
2025-02-14 14:00:00,ESP32_WATER_01,3.84,Normal,0.81,2580.6,221,Good,7.09,Neutral,27.72,Connected,-77,OK,None
2025-02-14 14:15:00,ESP32_WATER_01,2.4,Normal,1.43,2580.96,241,Good,7.48,Neutral,25.82,Connected,-51,OK,None
2025-02-14 14:30:00,ESP32_WATER_01,3.46,Normal,3.03,2581.72,332,Moderate,7.6,Neutral,28.14,Connected,-50,OK,None
2025-02-14 14:45:00,ESP32_WATER_01,3.39,Normal,3.34,2582.55,326,Moderate,7.87,Neutral,21.7,Connected,-57,OK,None
2025-02-14 15:00:00,ESP32_WATER_01,2.69,Normal,0.9,2582.78,378,Moderate,6.84,Neutral,23.67,Connected,-46,OK,None
2025-02-14 15:15:00,ESP32_WATER_01,3.08,Normal,3.82,2583.73,295,Good,7.35,Neutral,21.7,Connected,-69,OK,None
2025-02-14 15:30:00,ESP32_WATER_01,2.82,Normal,1.1,2584.01,299,Good,7.47,Neutral,26.64,Connected,-49,OK,None
2025-02-14 15:45:00,ESP32_WATER_01,3.07,Normal,0.87,2584.23,329,Moderate,7.39,Neutral,28.67,Connected,-78,OK,None
2025-02-14 16:00:00,ESP32_WATER_01,3.6,Normal,2.94,2584.96,410,Moderate,6.81,Neutral,24.07,Connected,-81,OK,None
2025-02-14 16:15:00,ESP32_WATER_01,3.24,Normal,4.54,2586.1,168,Good,7.3,Neutral,25.84,Connected,-63,OK,None
2025-02-14 16:30:00,ESP32_WATER_01,3.2,Normal,2.52,2586.73,299,Good,7.33,Neutral,20.52,Connected,-76,OK,None
2025-02-14 16:45:00,ESP32_WATER_01,2.83,Normal,2.22,2587.28,425,Moderate,6.95,Neutral,25.06,Connected,-71,OK,None
2025-02-14 17:00:00,ESP32_WATER_01,2.41,Normal,1.88,2587.75,325,Moderate,7.39,Neutral,19.98,Connected,-70,OK,None
2025-02-14 17:15:00,ESP32_WATER_01,2.92,Normal,2.13,2588.28,296,Good,7.28,Neutral,25.18,Connected,-59,OK,None
2025-02-14 17:30:00,ESP32_WATER_01,3.48,Normal,1.68,2588.7,254,Good,6.66,Neutral,19.23,Connected,-54,OK,None
2025-02-14 17:45:00,ESP32_WATER_01,2.39,Normal,3.01,2589.45,392,Moderate,7.45,Neutral,30.08,Connected,-46,OK,None
2025-02-14 18:00:00,ESP32_WATER_01,2.58,Normal,2.13,2589.99,281,Good,7.25,Neutral,24.85,Connected,-51,OK,None
2025-02-14 18:15:00,ESP32_WATER_01,3.05,Normal,8.26,2592.05,280,Good,6.44,Acidic,24.73,Connected,-49,OK,pH Out of Range
2025-02-14 18:30:00,ESP32_WATER_01,2.61,Normal,2.6,2592.7,429,Moderate,7.08,Neutral,30.73,Connected,-62,OK,None
2025-02-14 18:45:00,ESP32_WATER_01,2.68,Normal,1.69,2593.12,236,Good,7.25,Neutral,25.2,Connected,-55,OK,None
2025-02-14 19:00:00,ESP32_WATER_01,2.83,Normal,0.82,2593.33,450,Moderate,6.91,Neutral,20.17,Connected,-51,OK,None
2025-02-14 19:15:00,ESP32_WATER_01,2.45,Normal,0.92,2593.56,333,Moderate,7.32,Neutral,23.71,Connected,-70,OK,None
2025-02-14 19:30:00,ESP32_WATER_01,2.61,Normal,2.68,2594.23,321,Moderate,7.08,Neutral,30.84,Connected,-46,OK,None
2025-02-14 19:45:00,ESP32_WATER_01,3.28,Normal,1.29,2594.55,342,Moderate,7.61,Neutral,22.31,Connected,-50,OK,None
2025-02-14 20:00:00,ESP32_WATER_01,2.48,Normal,2.3,2595.13,321,Moderate,7.31,Neutral,23.68,Connected,-74,OK,None
2025-02-14 20:15:00,ESP32_WATER_01,2.36,Normal,4.72,2596.31,277,Good,7.96,Neutral,29.64,Connected,-70,OK,None
2025-02-14 20:30:00,ESP32_WATER_01,2.75,Normal,0.68,2596.47,347,Moderate,6.62,Neutral,22.69,Connected,-81,OK,None
2025-02-14 20:45:00,ESP32_WATER_01,3.29,Normal,1.78,2596.92,280,Good,7.33,Neutral,24.71,Connected,-81,OK,None
2025-02-14 21:00:00,ESP32_WATER_01,2.92,Normal,0.49,2597.04,354,Moderate,7.21,Neutral,29.05,Connected,-66,OK,None
2025-02-14 21:15:00,ESP32_WATER_01,2.81,Normal,2.37,2597.63,505,Moderate,7.37,Neutral,23.28,Connected,-48,OK,None
2025-02-14 21:30:00,ESP32_WATER_01,3.02,Normal,0.55,2597.77,372,Moderate,7.72,Neutral,22.6,Connected,-50,OK,None
2025-02-14 21:45:00,ESP32_WATER_01,2.3,Normal,0.66,2597.94,304,Moderate,6.63,Neutral,19.47,Connected,-54,OK,None
2025-02-14 22:00:00,ESP32_WATER_01,3.2,Normal,5.87,2599.41,340,Moderate,7.44,Neutral,21.69,Connected,-46,OK,None
2025-02-14 22:15:00,ESP32_WATER_01,3.15,Normal,1.18,2599.7,294,Good,7.33,Neutral,22.35,Connected,-75,OK,None
2025-02-14 22:30:00,ESP32_WATER_01,2.84,Normal,0.87,2599.92,305,Moderate,6.84,Neutral,23.91,Connected,-75,OK,None
2025-02-14 22:45:00,ESP32_WATER_01,3.4,Normal,4.69,2601.09,311,Moderate,7.68,Neutral,26.07,Connected,-58,OK,None
2025-02-14 23:00:00,ESP32_WATER_01,2.55,Normal,0.86,2601.31,358,Moderate,7.22,Neutral,24.87,Connected,-74,OK,None
2025-02-14 23:15:00,ESP32_WATER_01,3.45,Normal,2.57,2601.95,392,Moderate,6.9,Neutral,21.31,Connected,-55,OK,None
2025-02-14 23:30:00,ESP32_WATER_01,3.06,Normal,2.62,2602.6,488,Moderate,7.37,Neutral,29.08,Connected,-46,OK,None
2025-02-14 23:45:00,ESP32_WATER_01,2.87,Normal,3.65,2603.52,371,Moderate,7.58,Neutral,21.69,Connected,-56,OK,None
2025-02-15 00:00:00,ESP32_WATER_01,2.99,Normal,0.74,2603.7,232,Good,7.33,Neutral,30.41,Connected,-66,OK,None
2025-02-15 00:15:00,ESP32_WATER_01,2.96,Normal,0.99,2603.95,217,Good,7.03,Neutral,25.45,Connected,-59,OK,None
2025-02-15 00:30:00,ESP32_WATER_01,3.49,Normal,1.2,2604.24,314,Moderate,6.88,Neutral,28.14,Connected,-61,OK,None
2025-02-15 00:45:00,ESP32_WATER_01,2.57,Normal,1.03,2604.5,400,Moderate,6.87,Neutral,26.59,Connected,-52,OK,None
2025-02-15 01:00:00,ESP32_WATER_01,2.69,Normal,3.48,2605.37,303,Moderate,7.52,Neutral,29.52,Connected,-51,OK,None
2025-02-15 01:15:00,ESP32_WATER_01,3.41,Normal,2.62,2606.03,304,Moderate,7.58,Neutral,24.87,Connected,-81,OK,None
2025-02-15 01:30:00,ESP32_WATER_01,2.76,Normal,2.92,2606.76,391,Moderate,7.1,Neutral,24.2,Connected,-46,OK,None
2025-02-15 01:45:00,ESP32_WATER_01,3.36,Normal,0.47,2606.87,317,Moderate,8.13,Neutral,25.91,Connected,-47,OK,None
2025-02-15 02:00:00,ESP32_WATER_01,3.68,Normal,2.33,2607.46,402,Moderate,7.1,Neutral,24.17,Connected,-78,OK,None
2025-02-15 02:15:00,ESP32_WATER_01,2.84,Normal,5.21,2608.76,199,Good,7.17,Neutral,26.36,Connected,-67,OK,None
2025-02-15 02:30:00,ESP32_WATER_01,3.27,Normal,7.57,2610.65,358,Moderate,7.04,Neutral,29.65,Connected,-68,OK,None
2025-02-15 02:45:00,ESP32_WATER_01,2.54,Normal,1.37,2610.99,177,Good,7.15,Neutral,19.93,Disconnected,-70,Fault,None
2025-02-15 03:00:00,ESP32_WATER_01,3.3,Normal,3.7,2611.92,341,Moderate,7.18,Neutral,24.77,Connected,-67,OK,None
2025-02-15 03:15:00,ESP32_WATER_01,3.08,Normal,1.01,2612.17,392,Moderate,7.43,Neutral,31.6,Connected,-71,OK,None
2025-02-15 03:30:00,ESP32_WATER_01,3.19,Normal,0.49,2612.29,189,Good,7.12,Neutral,23.83,Connected,-57,OK,None
2025-02-15 03:45:00,ESP32_WATER_01,2.74,Normal,0.52,2612.42,136,Good,7.44,Neutral,28.04,Connected,-71,OK,None
2025-02-15 04:00:00,ESP32_WATER_01,2.34,Normal,4.74,2613.61,388,Moderate,6.56,Neutral,27.61,Connected,-57,OK,None
2025-02-15 04:15:00,ESP32_WATER_01,3.2,Normal,1.45,2613.97,355,Moderate,6.95,Neutral,20.69,Connected,-69,OK,None
2025-02-15 04:30:00,ESP32_WATER_01,2.17,Normal,1.23,2614.28,232,Good,7.07,Neutral,25.89,Connected,-71,OK,None
2025-02-15 04:45:00,ESP32_WATER_01,2.87,Normal,3.4,2615.13,339,Moderate,7.1,Neutral,25.66,Connected,-46,OK,None
2025-02-15 05:00:00,ESP32_WATER_01,3.38,Normal,0.64,2615.29,276,Good,6.47,Acidic,34.55,Connected,-75,OK,pH Out of Range
2025-02-15 05:15:00,ESP32_WATER_01,3.08,Normal,2.83,2615.99,305,Moderate,7.56,Neutral,17.12,Connected,-83,OK,None
2025-02-15 05:30:00,ESP32_WATER_01,3.78,Normal,1.68,2616.41,298,Good,6.61,Neutral,20.14,Connected,-73,OK,None
2025-02-15 05:45:00,ESP32_WATER_01,3.41,Normal,7.1,2618.19,213,Good,6.95,Neutral,24.31,Connected,-48,OK,None
2025-02-15 06:00:00,ESP32_WATER_01,2.74,Normal,1.42,2618.55,392,Moderate,7.19,Neutral,23.93,Connected,-77,OK,None
2025-02-15 06:15:00,ESP32_WATER_01,1.51,Low,1.79,2618.99,235,Good,8.02,Neutral,22.35,Connected,-66,OK,Pressure Alert
2025-02-15 06:30:00,ESP32_WATER_01,2.98,Normal,0.51,2619.12,327,Moderate,7.18,Neutral,22.54,Connected,-60,OK,None
2025-02-15 06:45:00,ESP32_WATER_01,2.37,Normal,7.83,2621.08,372,Moderate,7.38,Neutral,27.05,Connected,-74,OK,None
2025-02-15 07:00:00,ESP32_WATER_01,2.62,Normal,1.5,2621.45,253,Good,6.61,Neutral,22.48,Connected,-55,OK,None
2025-02-15 07:15:00,ESP32_WATER_01,2.78,Normal,6.06,2622.97,298,Good,6.87,Neutral,23.38,Connected,-84,OK,None
2025-02-15 07:30:00,ESP32_WATER_01,2.19,Normal,0.36,2623.06,279,Good,6.92,Neutral,27.99,Connected,-53,OK,None
2025-02-15 07:45:00,ESP32_WATER_01,3.02,Normal,2.46,2623.67,457,Moderate,6.99,Neutral,27.53,Connected,-70,OK,None
2025-02-15 08:00:00,ESP32_WATER_01,2.9,Normal,7.29,2625.5,393,Moderate,7.61,Neutral,23.57,Disconnected,-81,Fault,None
2025-02-15 08:15:00,ESP32_WATER_01,2.33,Normal,1.19,2625.79,380,Moderate,6.98,Neutral,20.6,Connected,-69,OK,None
2025-02-15 08:30:00,ESP32_WATER_01,3.16,Normal,2.34,2626.38,496,Moderate,7.44,Neutral,27.64,Connected,-46,OK,None
2025-02-15 08:45:00,ESP32_WATER_01,3.29,Normal,4.85,2627.59,348,Moderate,6.89,Neutral,22.18,Connected,-54,OK,None
2025-02-15 09:00:00,ESP32_WATER_01,3.09,Normal,1.52,2627.97,293,Good,7.09,Neutral,28.88,Connected,-71,OK,None
2025-02-15 09:15:00,ESP32_WATER_01,2.87,Normal,0.49,2628.09,204,Good,6.24,Acidic,26.26,Connected,-74,OK,pH Out of Range
2025-02-15 09:30:00,ESP32_WATER_01,3.24,Normal,1.34,2628.43,264,Good,7.17,Neutral,24.42,Connected,-69,OK,None
2025-02-15 09:45:00,ESP32_WATER_01,3.27,Normal,2.48,2629.05,332,Moderate,7.19,Neutral,26.32,Connected,-76,OK,None
2025-02-15 10:00:00,ESP32_WATER_01,3.12,Normal,2.46,2629.66,394,Moderate,7.12,Neutral,19.14,Disconnected,-60,Fault,None
2025-02-15 10:15:00,ESP32_WATER_01,2.67,Normal,3.27,2630.48,267,Good,7.99,Neutral,29.44,Connected,-58,OK,None
2025-02-15 10:30:00,ESP32_WATER_01,3.11,Normal,0.97,2630.72,446,Moderate,7.17,Neutral,24.37,Connected,-58,OK,None
2025-02-15 10:45:00,ESP32_WATER_01,3.48,Normal,6.91,2632.45,196,Good,6.11,Acidic,25.5,Connected,-63,OK,pH Out of Range
2025-02-15 11:00:00,ESP32_WATER_01,2.76,Normal,1.0,2632.7,289,Good,6.71,Neutral,23.27,Connected,-66,OK,None
2025-02-15 11:15:00,ESP32_WATER_01,3.84,Normal,2.13,2633.23,352,Moderate,7.18,Neutral,24.49,Connected,-69,OK,None
2025-02-15 11:30:00,ESP32_WATER_01,2.79,Normal,2.55,2633.87,330,Moderate,7.17,Neutral,29.79,Connected,-78,OK,None
2025-02-15 11:45:00,ESP32_WATER_01,3.01,Normal,2.37,2634.46,358,Moderate,6.87,Neutral,24.19,Connected,-71,OK,None
2025-02-15 12:00:00,ESP32_WATER_01,2.73,Normal,0.74,2634.65,330,Moderate,6.79,Neutral,23.75,Connected,-63,OK,None
2025-02-15 12:15:00,ESP32_WATER_01,3.09,Normal,4.93,2635.88,371,Moderate,7.75,Neutral,27.05,Connected,-72,OK,None
2025-02-15 12:30:00,ESP32_WATER_01,2.3,Normal,1.29,2636.2,300,Moderate,7.6,Neutral,25.93,Connected,-46,OK,None
2025-02-15 12:45:00,ESP32_WATER_01,2.78,Normal,2.72,2636.88,295,Good,7.65,Neutral,29.66,Connected,-59,OK,None
2025-02-15 13:00:00,ESP32_WATER_01,2.56,Normal,2.32,2637.46,254,Good,6.95,Neutral,18.95,Connected,-73,OK,None
2025-02-15 13:15:00,ESP32_WATER_01,3.05,Normal,2.31,2638.04,493,Moderate,7.48,Neutral,23.62,Connected,-47,OK,None
2025-02-15 13:30:00,ESP32_WATER_01,3.4,Normal,0.45,2638.15,313,Moderate,6.17,Acidic,20.73,Disconnected,-61,Fault,pH Out of Range
2025-02-15 13:45:00,ESP32_WATER_01,3.26,Normal,1.2,2638.45,354,Moderate,7.03,Neutral,28.69,Connected,-60,OK,None
2025-02-15 14:00:00,ESP32_WATER_01,2.05,Normal,2.7,2639.13,303,Moderate,6.98,Neutral,21.12,Connected,-75,OK,None
2025-02-15 14:15:00,ESP32_WATER_01,3.82,Normal,0.48,2639.25,447,Moderate,7.1,Neutral,25.99,Disconnected,-48,Fault,None
2025-02-15 14:30:00,ESP32_WATER_01,3.12,Normal,1.68,2639.67,319,Moderate,7.25,Neutral,21.08,Connected,-77,OK,None
2025-02-15 14:45:00,ESP32_WATER_01,2.69,Normal,2.17,2640.21,346,Moderate,7.13,Neutral,23.5,Connected,-53,OK,None
2025-02-15 15:00:00,ESP32_WATER_01,3.06,Normal,3.15,2641.0,250,Good,6.75,Neutral,22.01,Connected,-70,OK,None
2025-02-15 15:15:00,ESP32_WATER_01,3.07,Normal,2.14,2641.53,460,Moderate,6.9,Neutral,24.98,Connected,-66,OK,None
2025-02-15 15:30:00,ESP32_WATER_01,2.73,Normal,1.72,2641.96,337,Moderate,7.41,Neutral,31.08,Connected,-79,OK,None
2025-02-15 15:45:00,ESP32_WATER_01,3.08,Normal,2.4,2642.56,463,Moderate,7.34,Neutral,20.72,Connected,-53,OK,None
2025-02-15 16:00:00,ESP32_WATER_01,2.76,Normal,1.64,2642.97,271,Good,7.84,Neutral,21.59,Disconnected,-73,Fault,None
2025-02-15 16:15:00,ESP32_WATER_01,2.84,Normal,0.94,2643.21,284,Good,7.32,Neutral,26.79,Connected,-51,OK,None
2025-02-15 16:30:00,ESP32_WATER_01,2.73,Normal,1.33,2643.54,277,Good,7.8,Neutral,24.54,Connected,-82,OK,None
2025-02-15 16:45:00,ESP32_WATER_01,2.43,Normal,2.67,2644.21,297,Good,6.62,Neutral,21.18,Connected,-55,OK,None
2025-02-15 17:00:00,ESP32_WATER_01,3.06,Normal,1.73,2644.64,373,Moderate,7.44,Neutral,23.59,Connected,-56,OK,None
2025-02-15 17:15:00,ESP32_WATER_01,3.23,Normal,9.33,2646.97,156,Good,7.5,Neutral,20.46,Connected,-83,OK,None
2025-02-15 17:30:00,ESP32_WATER_01,3.21,Normal,0.71,2647.15,316,Moderate,7.39,Neutral,23.53,Connected,-59,OK,None
2025-02-15 17:45:00,ESP32_WATER_01,3.33,Normal,2.61,2647.8,257,Good,6.72,Neutral,22.08,Connected,-54,OK,None
2025-02-15 18:00:00,ESP32_WATER_01,3.13,Normal,2.92,2648.53,248,Good,7.33,Neutral,25.93,Connected,-48,OK,None
2025-02-15 18:15:00,ESP32_WATER_01,2.79,Normal,2.1,2649.06,357,Moderate,7.06,Neutral,26.93,Connected,-80,OK,None
2025-02-15 18:30:00,ESP32_WATER_01,3.34,Normal,1.55,2649.45,344,Moderate,7.43,Neutral,17.04,Connected,-78,OK,None
2025-02-15 18:45:00,ESP32_WATER_01,2.46,Normal,1.97,2649.94,389,Moderate,7.17,Neutral,25.32,Connected,-62,OK,None
2025-02-15 19:00:00,ESP32_WATER_01,2.64,Normal,1.98,2650.43,350,Moderate,6.97,Neutral,18.09,Connected,-71,OK,None
2025-02-15 19:15:00,ESP32_WATER_01,2.61,Normal,5.59,2651.83,334,Moderate,8.11,Neutral,25.02,Connected,-61,OK,None
2025-02-15 19:30:00,ESP32_WATER_01,3.43,Normal,0.33,2651.91,275,Good,6.9,Neutral,29.77,Connected,-59,OK,None
2025-02-15 19:45:00,ESP32_WATER_01,3.38,Normal,0.92,2652.14,245,Good,7.31,Neutral,23.95,Connected,-73,OK,None
2025-02-15 20:00:00,ESP32_WATER_01,3.19,Normal,2.42,2652.75,367,Moderate,7.42,Neutral,25.77,Connected,-66,OK,None
2025-02-15 20:15:00,ESP32_WATER_01,3.43,Normal,4.11,2653.77,299,Good,7.08,Neutral,27.21,Connected,-81,OK,None
2025-02-15 20:30:00,ESP32_WATER_01,2.65,Normal,0.97,2654.02,351,Moderate,7.66,Neutral,27.32,Connected,-48,OK,None
2025-02-15 20:45:00,ESP32_WATER_01,3.14,Normal,0.76,2654.21,319,Moderate,7.55,Neutral,27.5,Connected,-79,OK,None
2025-02-15 21:00:00,ESP32_WATER_01,2.95,Normal,1.79,2654.65,156,Good,6.53,Neutral,26.31,Connected,-81,OK,None
2025-02-15 21:15:00,ESP32_WATER_01,3.34,Normal,0.92,2654.88,358,Moderate,7.45,Neutral,22.74,Connected,-58,OK,None
2025-02-15 21:30:00,ESP32_WATER_01,2.95,Normal,1.8,2655.33,269,Good,7.91,Neutral,26.93,Connected,-49,OK,None
2025-02-15 21:45:00,ESP32_WATER_01,2.85,Normal,0.94,2655.57,389,Moderate,6.9,Neutral,29.47,Connected,-57,OK,None
2025-02-15 22:00:00,ESP32_WATER_01,3.22,Normal,3.19,2656.36,171,Good,6.65,Neutral,26.45,Connected,-49,OK,None
2025-02-15 22:15:00,ESP32_WATER_01,3.35,Normal,0.96,2656.61,471,Moderate,7.08,Neutral,25.57,Connected,-79,OK,None
2025-02-15 22:30:00,ESP32_WATER_01,2.73,Normal,0.4,2656.71,272,Good,7.19,Neutral,19.98,Connected,-60,OK,None
2025-02-15 22:45:00,ESP32_WATER_01,2.98,Normal,3.2,2657.51,357,Moderate,7.21,Neutral,21.81,Connected,-67,OK,None
2025-02-15 23:00:00,ESP32_WATER_01,2.58,Normal,2.0,2658.0,262,Good,7.62,Neutral,22.84,Connected,-76,OK,None
2025-02-15 23:15:00,ESP32_WATER_01,2.0,Normal,1.42,2658.36,273,Good,6.92,Neutral,21.7,Connected,-66,OK,None
2025-02-15 23:30:00,ESP32_WATER_01,3.08,Normal,1.45,2658.72,374,Moderate,7.41,Neutral,24.51,Connected,-55,OK,None
2025-02-15 23:45:00,ESP32_WATER_01,3.24,Normal,2.17,2659.27,303,Moderate,7.51,Neutral,22.21,Connected,-50,OK,None
2025-02-16 00:00:00,ESP32_WATER_01,3.1,Normal,0.76,2659.46,309,Moderate,7.24,Neutral,27.6,Connected,-80,OK,None
2025-02-16 00:15:00,ESP32_WATER_01,2.22,Normal,0.55,2659.59,387,Moderate,6.95,Neutral,23.8,Connected,-71,OK,None
2025-02-16 00:30:00,ESP32_WATER_01,2.86,Normal,0.96,2659.84,335,Moderate,6.74,Neutral,21.65,Connected,-62,OK,None
2025-02-16 00:45:00,ESP32_WATER_01,2.11,Normal,1.56,2660.23,355,Moderate,6.59,Neutral,22.23,Connected,-56,OK,None
2025-02-16 01:00:00,ESP32_WATER_01,3.55,Normal,0.89,2660.45,270,Good,6.61,Neutral,25.21,Connected,-77,OK,None
2025-02-16 01:15:00,ESP32_WATER_01,2.57,Normal,5.57,2661.84,373,Moderate,6.56,Neutral,24.15,Connected,-85,OK,None
